"uniqueID","stream","site_type","date_pesticide_sampling","substance_name","CAS","pesticide_type","concentration_ug_L"
"Hainbach_edge_20190611","Hainbach","edge","20190611","cyprodinil",121552612,"fungicides",0
"Hainbach_refuge_20190611","Hainbach","refuge","20190611","cyprodinil",121552612,"fungicides",0
"Hainbach_agriculture_20190410","Hainbach","agriculture","20190410","cyprodinil",121552612,"fungicides",0
"Hainbach_agriculture_20190429","Hainbach","agriculture","20190429","cyprodinil",121552612,"fungicides",0
"Hainbach_agriculture_20190520","Hainbach","agriculture","20190520","cyprodinil",121552612,"fungicides",0
"Hainbach_agriculture_20190611","Hainbach","agriculture","20190611","cyprodinil",121552612,"fungicides",0
"Hainbach_agriculture_20190701","Hainbach","agriculture","20190701","cyprodinil",121552612,"fungicides",0
"Kropsbach_edge_20190611","Kropsbach","edge","20190611","cyprodinil",121552612,"fungicides",0
"Kropsbach_refuge_20190611","Kropsbach","refuge","20190611","cyprodinil",121552612,"fungicides",0
"Kropsbach_agriculture_20190408","Kropsbach","agriculture","20190408","cyprodinil",121552612,"fungicides",0
"Kropsbach_agriculture_20190429","Kropsbach","agriculture","20190429","cyprodinil",121552612,"fungicides",0
"Kropsbach_agriculture_20190521","Kropsbach","agriculture","20190521","cyprodinil",121552612,"fungicides",0
"Kropsbach_agriculture_20190611","Kropsbach","agriculture","20190611","cyprodinil",121552612,"fungicides",0
"Kropsbach_agriculture_20190701","Kropsbach","agriculture","20190701","cyprodinil",121552612,"fungicides",0
"Modenbach_edge_20190611","Modenbach","edge","20190611","cyprodinil",121552612,"fungicides",0
"Modenbach_agriculture_20190408","Modenbach","agriculture","20190408","cyprodinil",121552612,"fungicides",0
"Modenbach_agriculture_20190429","Modenbach","agriculture","20190429","cyprodinil",121552612,"fungicides",0
"Modenbach_agriculture_20190521","Modenbach","agriculture","20190521","cyprodinil",121552612,"fungicides",0.004186
"Modenbach_agriculture_20190611","Modenbach","agriculture","20190611","cyprodinil",121552612,"fungicides",0
"Modenbach_agriculture_20190701","Modenbach","agriculture","20190701","cyprodinil",121552612,"fungicides",0
"Modenbach_refuge_20190410","Modenbach","refuge","20190410","cyprodinil",121552612,"fungicides",0
"Modenbach_refuge_20190429","Modenbach","refuge","20190429","cyprodinil",121552612,"fungicides",0
"Modenbach_refuge_20190521","Modenbach","refuge","20190521","cyprodinil",121552612,"fungicides",0
"Modenbach_refuge_20190611","Modenbach","refuge","20190611","cyprodinil",121552612,"fungicides",0
"Modenbach_refuge_20190701","Modenbach","refuge","20190701","cyprodinil",121552612,"fungicides",0
"Otterbach_edge_20190612","Otterbach","edge","20190612","cyprodinil",121552612,"fungicides",0
"Otterbach_refuge_20190612","Otterbach","refuge","20190612","cyprodinil",121552612,"fungicides",0
"Otterbach_agriculture_20190410","Otterbach","agriculture","20190410","cyprodinil",121552612,"fungicides",0
"Otterbach_agriculture_20190429","Otterbach","agriculture","20190429","cyprodinil",121552612,"fungicides",0
"Otterbach_agriculture_20190520","Otterbach","agriculture","20190520","cyprodinil",121552612,"fungicides",0
"Otterbach_agriculture_20190612","Otterbach","agriculture","20190612","cyprodinil",121552612,"fungicides",0.005188
"Otterbach_agriculture_20190703","Otterbach","agriculture","20190703","cyprodinil",121552612,"fungicides",0
"Russbach_edge_20190612","Russbach","edge","20190612","cyprodinil",121552612,"fungicides",0
"Russbach_refuge_20190612","Russbach","refuge","20190612","cyprodinil",121552612,"fungicides",0
"Russbach_agriculture_20190409","Russbach","agriculture","20190409","cyprodinil",121552612,"fungicides",0
"Russbach_agriculture_20190429","Russbach","agriculture","20190429","cyprodinil",121552612,"fungicides",0
"Russbach_agriculture_20190520","Russbach","agriculture","20190520","cyprodinil",121552612,"fungicides",0
"Russbach_agriculture_20190612","Russbach","agriculture","20190612","cyprodinil",121552612,"fungicides",0
"Russbach_agriculture_20190703","Russbach","agriculture","20190703","cyprodinil",121552612,"fungicides",0
"Triefenbach_edge_20190611","Triefenbach","edge","20190611","cyprodinil",121552612,"fungicides",0
"Triefenbach_refuge_20190611","Triefenbach","refuge","20190611","cyprodinil",121552612,"fungicides",0
"Triefenbach_agriculture_20190408","Triefenbach","agriculture","20190408","cyprodinil",121552612,"fungicides",0
"Triefenbach_agriculture_20190429","Triefenbach","agriculture","20190429","cyprodinil",121552612,"fungicides",0
"Triefenbach_agriculture_20190521","Triefenbach","agriculture","20190521","cyprodinil",121552612,"fungicides",0
"Triefenbach_agriculture_20190611","Triefenbach","agriculture","20190611","cyprodinil",121552612,"fungicides",0
"Triefenbach_agriculture_20190701","Triefenbach","agriculture","20190701","cyprodinil",121552612,"fungicides",0
"Hainbach_edge_20190611","Hainbach","edge","20190611","dichlorprop_p",15165670,"herbicides",0
"Hainbach_refuge_20190611","Hainbach","refuge","20190611","dichlorprop_p",15165670,"herbicides",0
"Hainbach_agriculture_20190410","Hainbach","agriculture","20190410","dichlorprop_p",15165670,"herbicides",0
"Hainbach_agriculture_20190429","Hainbach","agriculture","20190429","dichlorprop_p",15165670,"herbicides",0
"Hainbach_agriculture_20190520","Hainbach","agriculture","20190520","dichlorprop_p",15165670,"herbicides",0
"Hainbach_agriculture_20190611","Hainbach","agriculture","20190611","dichlorprop_p",15165670,"herbicides",0
"Hainbach_agriculture_20190701","Hainbach","agriculture","20190701","dichlorprop_p",15165670,"herbicides",0
"Kropsbach_edge_20190611","Kropsbach","edge","20190611","dichlorprop_p",15165670,"herbicides",0
"Kropsbach_refuge_20190611","Kropsbach","refuge","20190611","dichlorprop_p",15165670,"herbicides",0
"Kropsbach_agriculture_20190408","Kropsbach","agriculture","20190408","dichlorprop_p",15165670,"herbicides",0
"Kropsbach_agriculture_20190429","Kropsbach","agriculture","20190429","dichlorprop_p",15165670,"herbicides",0
"Kropsbach_agriculture_20190521","Kropsbach","agriculture","20190521","dichlorprop_p",15165670,"herbicides",0
"Kropsbach_agriculture_20190611","Kropsbach","agriculture","20190611","dichlorprop_p",15165670,"herbicides",0
"Kropsbach_agriculture_20190701","Kropsbach","agriculture","20190701","dichlorprop_p",15165670,"herbicides",0
"Modenbach_edge_20190611","Modenbach","edge","20190611","dichlorprop_p",15165670,"herbicides",0
"Modenbach_agriculture_20190408","Modenbach","agriculture","20190408","dichlorprop_p",15165670,"herbicides",0
"Modenbach_agriculture_20190429","Modenbach","agriculture","20190429","dichlorprop_p",15165670,"herbicides",0
"Modenbach_agriculture_20190521","Modenbach","agriculture","20190521","dichlorprop_p",15165670,"herbicides",0
"Modenbach_agriculture_20190611","Modenbach","agriculture","20190611","dichlorprop_p",15165670,"herbicides",0
"Modenbach_agriculture_20190701","Modenbach","agriculture","20190701","dichlorprop_p",15165670,"herbicides",0
"Modenbach_refuge_20190410","Modenbach","refuge","20190410","dichlorprop_p",15165670,"herbicides",0
"Modenbach_refuge_20190429","Modenbach","refuge","20190429","dichlorprop_p",15165670,"herbicides",0
"Modenbach_refuge_20190521","Modenbach","refuge","20190521","dichlorprop_p",15165670,"herbicides",0
"Modenbach_refuge_20190611","Modenbach","refuge","20190611","dichlorprop_p",15165670,"herbicides",0
"Modenbach_refuge_20190701","Modenbach","refuge","20190701","dichlorprop_p",15165670,"herbicides",0
"Otterbach_edge_20190612","Otterbach","edge","20190612","dichlorprop_p",15165670,"herbicides",0
"Otterbach_refuge_20190612","Otterbach","refuge","20190612","dichlorprop_p",15165670,"herbicides",0
"Otterbach_agriculture_20190410","Otterbach","agriculture","20190410","dichlorprop_p",15165670,"herbicides",0
"Otterbach_agriculture_20190429","Otterbach","agriculture","20190429","dichlorprop_p",15165670,"herbicides",0
"Otterbach_agriculture_20190520","Otterbach","agriculture","20190520","dichlorprop_p",15165670,"herbicides",0
"Otterbach_agriculture_20190612","Otterbach","agriculture","20190612","dichlorprop_p",15165670,"herbicides",0
"Otterbach_agriculture_20190703","Otterbach","agriculture","20190703","dichlorprop_p",15165670,"herbicides",0
"Russbach_edge_20190612","Russbach","edge","20190612","dichlorprop_p",15165670,"herbicides",0
"Russbach_refuge_20190612","Russbach","refuge","20190612","dichlorprop_p",15165670,"herbicides",0
"Russbach_agriculture_20190409","Russbach","agriculture","20190409","dichlorprop_p",15165670,"herbicides",0
"Russbach_agriculture_20190429","Russbach","agriculture","20190429","dichlorprop_p",15165670,"herbicides",0
"Russbach_agriculture_20190520","Russbach","agriculture","20190520","dichlorprop_p",15165670,"herbicides",0
"Russbach_agriculture_20190612","Russbach","agriculture","20190612","dichlorprop_p",15165670,"herbicides",0.007344
"Russbach_agriculture_20190703","Russbach","agriculture","20190703","dichlorprop_p",15165670,"herbicides",0
"Triefenbach_edge_20190611","Triefenbach","edge","20190611","dichlorprop_p",15165670,"herbicides",0
"Triefenbach_refuge_20190611","Triefenbach","refuge","20190611","dichlorprop_p",15165670,"herbicides",0
"Triefenbach_agriculture_20190408","Triefenbach","agriculture","20190408","dichlorprop_p",15165670,"herbicides",0
"Triefenbach_agriculture_20190429","Triefenbach","agriculture","20190429","dichlorprop_p",15165670,"herbicides",0
"Triefenbach_agriculture_20190521","Triefenbach","agriculture","20190521","dichlorprop_p",15165670,"herbicides",0
"Triefenbach_agriculture_20190611","Triefenbach","agriculture","20190611","dichlorprop_p",15165670,"herbicides",0
"Triefenbach_agriculture_20190701","Triefenbach","agriculture","20190701","dichlorprop_p",15165670,"herbicides",0
"Hainbach_edge_20190611","Hainbach","edge","20190611","difenoconazol",119446683,"fungicides",0
"Hainbach_refuge_20190611","Hainbach","refuge","20190611","difenoconazol",119446683,"fungicides",0
"Hainbach_agriculture_20190410","Hainbach","agriculture","20190410","difenoconazol",119446683,"fungicides",0
"Hainbach_agriculture_20190429","Hainbach","agriculture","20190429","difenoconazol",119446683,"fungicides",0
"Hainbach_agriculture_20190520","Hainbach","agriculture","20190520","difenoconazol",119446683,"fungicides",0
"Hainbach_agriculture_20190611","Hainbach","agriculture","20190611","difenoconazol",119446683,"fungicides",0.001829
"Hainbach_agriculture_20190701","Hainbach","agriculture","20190701","difenoconazol",119446683,"fungicides",0.0004759
"Kropsbach_edge_20190611","Kropsbach","edge","20190611","difenoconazol",119446683,"fungicides",0
"Kropsbach_refuge_20190611","Kropsbach","refuge","20190611","difenoconazol",119446683,"fungicides",0
"Kropsbach_agriculture_20190408","Kropsbach","agriculture","20190408","difenoconazol",119446683,"fungicides",0
"Kropsbach_agriculture_20190429","Kropsbach","agriculture","20190429","difenoconazol",119446683,"fungicides",0
"Kropsbach_agriculture_20190521","Kropsbach","agriculture","20190521","difenoconazol",119446683,"fungicides",0.0008413
"Kropsbach_agriculture_20190611","Kropsbach","agriculture","20190611","difenoconazol",119446683,"fungicides",0.003838
"Kropsbach_agriculture_20190701","Kropsbach","agriculture","20190701","difenoconazol",119446683,"fungicides",0.0003763
"Modenbach_edge_20190611","Modenbach","edge","20190611","difenoconazol",119446683,"fungicides",0
"Modenbach_agriculture_20190408","Modenbach","agriculture","20190408","difenoconazol",119446683,"fungicides",0
"Modenbach_agriculture_20190429","Modenbach","agriculture","20190429","difenoconazol",119446683,"fungicides",0
"Modenbach_agriculture_20190521","Modenbach","agriculture","20190521","difenoconazol",119446683,"fungicides",0.004117
"Modenbach_agriculture_20190611","Modenbach","agriculture","20190611","difenoconazol",119446683,"fungicides",0.001526
"Modenbach_agriculture_20190701","Modenbach","agriculture","20190701","difenoconazol",119446683,"fungicides",0.0006756
"Modenbach_refuge_20190410","Modenbach","refuge","20190410","difenoconazol",119446683,"fungicides",0
"Modenbach_refuge_20190429","Modenbach","refuge","20190429","difenoconazol",119446683,"fungicides",0
"Modenbach_refuge_20190521","Modenbach","refuge","20190521","difenoconazol",119446683,"fungicides",0
"Modenbach_refuge_20190611","Modenbach","refuge","20190611","difenoconazol",119446683,"fungicides",0
"Modenbach_refuge_20190701","Modenbach","refuge","20190701","difenoconazol",119446683,"fungicides",0
"Otterbach_edge_20190612","Otterbach","edge","20190612","difenoconazol",119446683,"fungicides",0
"Otterbach_refuge_20190612","Otterbach","refuge","20190612","difenoconazol",119446683,"fungicides",0
"Otterbach_agriculture_20190410","Otterbach","agriculture","20190410","difenoconazol",119446683,"fungicides",0
"Otterbach_agriculture_20190429","Otterbach","agriculture","20190429","difenoconazol",119446683,"fungicides",0.001163
"Otterbach_agriculture_20190520","Otterbach","agriculture","20190520","difenoconazol",119446683,"fungicides",0.002432
"Otterbach_agriculture_20190612","Otterbach","agriculture","20190612","difenoconazol",119446683,"fungicides",0.004494
"Otterbach_agriculture_20190703","Otterbach","agriculture","20190703","difenoconazol",119446683,"fungicides",0.00042
"Russbach_edge_20190612","Russbach","edge","20190612","difenoconazol",119446683,"fungicides",0
"Russbach_refuge_20190612","Russbach","refuge","20190612","difenoconazol",119446683,"fungicides",0
"Russbach_agriculture_20190409","Russbach","agriculture","20190409","difenoconazol",119446683,"fungicides",0
"Russbach_agriculture_20190429","Russbach","agriculture","20190429","difenoconazol",119446683,"fungicides",0
"Russbach_agriculture_20190520","Russbach","agriculture","20190520","difenoconazol",119446683,"fungicides",0
"Russbach_agriculture_20190612","Russbach","agriculture","20190612","difenoconazol",119446683,"fungicides",0.02342
"Russbach_agriculture_20190703","Russbach","agriculture","20190703","difenoconazol",119446683,"fungicides",0.0006428
"Triefenbach_edge_20190611","Triefenbach","edge","20190611","difenoconazol",119446683,"fungicides",0
"Triefenbach_refuge_20190611","Triefenbach","refuge","20190611","difenoconazol",119446683,"fungicides",0
"Triefenbach_agriculture_20190408","Triefenbach","agriculture","20190408","difenoconazol",119446683,"fungicides",0
"Triefenbach_agriculture_20190429","Triefenbach","agriculture","20190429","difenoconazol",119446683,"fungicides",0
"Triefenbach_agriculture_20190521","Triefenbach","agriculture","20190521","difenoconazol",119446683,"fungicides",0.001774
"Triefenbach_agriculture_20190611","Triefenbach","agriculture","20190611","difenoconazol",119446683,"fungicides",0.0007446
"Triefenbach_agriculture_20190701","Triefenbach","agriculture","20190701","difenoconazol",119446683,"fungicides",0
"Hainbach_edge_20190611","Hainbach","edge","20190611","diflufenican",83164334,"herbicides",0
"Hainbach_refuge_20190611","Hainbach","refuge","20190611","diflufenican",83164334,"herbicides",0
"Hainbach_agriculture_20190410","Hainbach","agriculture","20190410","diflufenican",83164334,"herbicides",0
"Hainbach_agriculture_20190429","Hainbach","agriculture","20190429","diflufenican",83164334,"herbicides",0
"Hainbach_agriculture_20190520","Hainbach","agriculture","20190520","diflufenican",83164334,"herbicides",0
"Hainbach_agriculture_20190611","Hainbach","agriculture","20190611","diflufenican",83164334,"herbicides",0
"Hainbach_agriculture_20190701","Hainbach","agriculture","20190701","diflufenican",83164334,"herbicides",0
"Kropsbach_edge_20190611","Kropsbach","edge","20190611","diflufenican",83164334,"herbicides",0
"Kropsbach_refuge_20190611","Kropsbach","refuge","20190611","diflufenican",83164334,"herbicides",0
"Kropsbach_agriculture_20190408","Kropsbach","agriculture","20190408","diflufenican",83164334,"herbicides",0
"Kropsbach_agriculture_20190429","Kropsbach","agriculture","20190429","diflufenican",83164334,"herbicides",0
"Kropsbach_agriculture_20190521","Kropsbach","agriculture","20190521","diflufenican",83164334,"herbicides",0
"Kropsbach_agriculture_20190611","Kropsbach","agriculture","20190611","diflufenican",83164334,"herbicides",0
"Kropsbach_agriculture_20190701","Kropsbach","agriculture","20190701","diflufenican",83164334,"herbicides",0
"Modenbach_edge_20190611","Modenbach","edge","20190611","diflufenican",83164334,"herbicides",0
"Modenbach_agriculture_20190408","Modenbach","agriculture","20190408","diflufenican",83164334,"herbicides",0
"Modenbach_agriculture_20190429","Modenbach","agriculture","20190429","diflufenican",83164334,"herbicides",0
"Modenbach_agriculture_20190521","Modenbach","agriculture","20190521","diflufenican",83164334,"herbicides",0
"Modenbach_agriculture_20190611","Modenbach","agriculture","20190611","diflufenican",83164334,"herbicides",0
"Modenbach_agriculture_20190701","Modenbach","agriculture","20190701","diflufenican",83164334,"herbicides",0
"Modenbach_refuge_20190410","Modenbach","refuge","20190410","diflufenican",83164334,"herbicides",0
"Modenbach_refuge_20190429","Modenbach","refuge","20190429","diflufenican",83164334,"herbicides",0
"Modenbach_refuge_20190521","Modenbach","refuge","20190521","diflufenican",83164334,"herbicides",0
"Modenbach_refuge_20190611","Modenbach","refuge","20190611","diflufenican",83164334,"herbicides",0
"Modenbach_refuge_20190701","Modenbach","refuge","20190701","diflufenican",83164334,"herbicides",0
"Otterbach_edge_20190612","Otterbach","edge","20190612","diflufenican",83164334,"herbicides",0
"Otterbach_refuge_20190612","Otterbach","refuge","20190612","diflufenican",83164334,"herbicides",0
"Otterbach_agriculture_20190410","Otterbach","agriculture","20190410","diflufenican",83164334,"herbicides",0
"Otterbach_agriculture_20190429","Otterbach","agriculture","20190429","diflufenican",83164334,"herbicides",0
"Otterbach_agriculture_20190520","Otterbach","agriculture","20190520","diflufenican",83164334,"herbicides",0
"Otterbach_agriculture_20190612","Otterbach","agriculture","20190612","diflufenican",83164334,"herbicides",0
"Otterbach_agriculture_20190703","Otterbach","agriculture","20190703","diflufenican",83164334,"herbicides",0
"Russbach_edge_20190612","Russbach","edge","20190612","diflufenican",83164334,"herbicides",0
"Russbach_refuge_20190612","Russbach","refuge","20190612","diflufenican",83164334,"herbicides",0
"Russbach_agriculture_20190409","Russbach","agriculture","20190409","diflufenican",83164334,"herbicides",0
"Russbach_agriculture_20190429","Russbach","agriculture","20190429","diflufenican",83164334,"herbicides",0
"Russbach_agriculture_20190520","Russbach","agriculture","20190520","diflufenican",83164334,"herbicides",0
"Russbach_agriculture_20190612","Russbach","agriculture","20190612","diflufenican",83164334,"herbicides",0.001068
"Russbach_agriculture_20190703","Russbach","agriculture","20190703","diflufenican",83164334,"herbicides",8.276e-05
"Triefenbach_edge_20190611","Triefenbach","edge","20190611","diflufenican",83164334,"herbicides",0
"Triefenbach_refuge_20190611","Triefenbach","refuge","20190611","diflufenican",83164334,"herbicides",0
"Triefenbach_agriculture_20190408","Triefenbach","agriculture","20190408","diflufenican",83164334,"herbicides",0
"Triefenbach_agriculture_20190429","Triefenbach","agriculture","20190429","diflufenican",83164334,"herbicides",0
"Triefenbach_agriculture_20190521","Triefenbach","agriculture","20190521","diflufenican",83164334,"herbicides",0
"Triefenbach_agriculture_20190611","Triefenbach","agriculture","20190611","diflufenican",83164334,"herbicides",0
"Triefenbach_agriculture_20190701","Triefenbach","agriculture","20190701","diflufenican",83164334,"herbicides",0
"Hainbach_edge_20190611","Hainbach","edge","20190611","dimethachlor",50563365,"herbicides",0
"Hainbach_refuge_20190611","Hainbach","refuge","20190611","dimethachlor",50563365,"herbicides",0
"Hainbach_agriculture_20190410","Hainbach","agriculture","20190410","dimethachlor",50563365,"herbicides",0
"Hainbach_agriculture_20190429","Hainbach","agriculture","20190429","dimethachlor",50563365,"herbicides",0
"Hainbach_agriculture_20190520","Hainbach","agriculture","20190520","dimethachlor",50563365,"herbicides",0
"Hainbach_agriculture_20190611","Hainbach","agriculture","20190611","dimethachlor",50563365,"herbicides",0
"Hainbach_agriculture_20190701","Hainbach","agriculture","20190701","dimethachlor",50563365,"herbicides",0
"Kropsbach_edge_20190611","Kropsbach","edge","20190611","dimethachlor",50563365,"herbicides",0
"Kropsbach_refuge_20190611","Kropsbach","refuge","20190611","dimethachlor",50563365,"herbicides",0
"Kropsbach_agriculture_20190408","Kropsbach","agriculture","20190408","dimethachlor",50563365,"herbicides",0
"Kropsbach_agriculture_20190429","Kropsbach","agriculture","20190429","dimethachlor",50563365,"herbicides",0
"Kropsbach_agriculture_20190521","Kropsbach","agriculture","20190521","dimethachlor",50563365,"herbicides",0
"Kropsbach_agriculture_20190611","Kropsbach","agriculture","20190611","dimethachlor",50563365,"herbicides",0
"Kropsbach_agriculture_20190701","Kropsbach","agriculture","20190701","dimethachlor",50563365,"herbicides",0
"Modenbach_edge_20190611","Modenbach","edge","20190611","dimethachlor",50563365,"herbicides",0
"Modenbach_agriculture_20190408","Modenbach","agriculture","20190408","dimethachlor",50563365,"herbicides",0
"Modenbach_agriculture_20190429","Modenbach","agriculture","20190429","dimethachlor",50563365,"herbicides",0
"Modenbach_agriculture_20190521","Modenbach","agriculture","20190521","dimethachlor",50563365,"herbicides",0
"Modenbach_agriculture_20190611","Modenbach","agriculture","20190611","dimethachlor",50563365,"herbicides",0
"Modenbach_agriculture_20190701","Modenbach","agriculture","20190701","dimethachlor",50563365,"herbicides",0
"Modenbach_refuge_20190410","Modenbach","refuge","20190410","dimethachlor",50563365,"herbicides",0
"Modenbach_refuge_20190429","Modenbach","refuge","20190429","dimethachlor",50563365,"herbicides",0
"Modenbach_refuge_20190521","Modenbach","refuge","20190521","dimethachlor",50563365,"herbicides",0
"Modenbach_refuge_20190611","Modenbach","refuge","20190611","dimethachlor",50563365,"herbicides",0
"Modenbach_refuge_20190701","Modenbach","refuge","20190701","dimethachlor",50563365,"herbicides",0
"Otterbach_edge_20190612","Otterbach","edge","20190612","dimethachlor",50563365,"herbicides",0
"Otterbach_refuge_20190612","Otterbach","refuge","20190612","dimethachlor",50563365,"herbicides",0
"Otterbach_agriculture_20190410","Otterbach","agriculture","20190410","dimethachlor",50563365,"herbicides",0
"Otterbach_agriculture_20190429","Otterbach","agriculture","20190429","dimethachlor",50563365,"herbicides",0
"Otterbach_agriculture_20190520","Otterbach","agriculture","20190520","dimethachlor",50563365,"herbicides",0
"Otterbach_agriculture_20190612","Otterbach","agriculture","20190612","dimethachlor",50563365,"herbicides",0
"Otterbach_agriculture_20190703","Otterbach","agriculture","20190703","dimethachlor",50563365,"herbicides",0
"Russbach_edge_20190612","Russbach","edge","20190612","dimethachlor",50563365,"herbicides",0
"Russbach_refuge_20190612","Russbach","refuge","20190612","dimethachlor",50563365,"herbicides",0
"Russbach_agriculture_20190409","Russbach","agriculture","20190409","dimethachlor",50563365,"herbicides",0
"Russbach_agriculture_20190429","Russbach","agriculture","20190429","dimethachlor",50563365,"herbicides",0
"Russbach_agriculture_20190520","Russbach","agriculture","20190520","dimethachlor",50563365,"herbicides",0
"Russbach_agriculture_20190612","Russbach","agriculture","20190612","dimethachlor",50563365,"herbicides",0
"Russbach_agriculture_20190703","Russbach","agriculture","20190703","dimethachlor",50563365,"herbicides",0
"Triefenbach_edge_20190611","Triefenbach","edge","20190611","dimethachlor",50563365,"herbicides",0
"Triefenbach_refuge_20190611","Triefenbach","refuge","20190611","dimethachlor",50563365,"herbicides",0
"Triefenbach_agriculture_20190408","Triefenbach","agriculture","20190408","dimethachlor",50563365,"herbicides",0
"Triefenbach_agriculture_20190429","Triefenbach","agriculture","20190429","dimethachlor",50563365,"herbicides",0
"Triefenbach_agriculture_20190521","Triefenbach","agriculture","20190521","dimethachlor",50563365,"herbicides",0
"Triefenbach_agriculture_20190611","Triefenbach","agriculture","20190611","dimethachlor",50563365,"herbicides",0
"Triefenbach_agriculture_20190701","Triefenbach","agriculture","20190701","dimethachlor",50563365,"herbicides",0
"Hainbach_edge_20190611","Hainbach","edge","20190611","dimethenamid",163515148,"herbicides",0
"Hainbach_refuge_20190611","Hainbach","refuge","20190611","dimethenamid",163515148,"herbicides",0
"Hainbach_agriculture_20190410","Hainbach","agriculture","20190410","dimethenamid",163515148,"herbicides",0
"Hainbach_agriculture_20190429","Hainbach","agriculture","20190429","dimethenamid",163515148,"herbicides",0
"Hainbach_agriculture_20190520","Hainbach","agriculture","20190520","dimethenamid",163515148,"herbicides",0
"Hainbach_agriculture_20190611","Hainbach","agriculture","20190611","dimethenamid",163515148,"herbicides",0
"Hainbach_agriculture_20190701","Hainbach","agriculture","20190701","dimethenamid",163515148,"herbicides",0
"Kropsbach_edge_20190611","Kropsbach","edge","20190611","dimethenamid",163515148,"herbicides",0
"Kropsbach_refuge_20190611","Kropsbach","refuge","20190611","dimethenamid",163515148,"herbicides",0
"Kropsbach_agriculture_20190408","Kropsbach","agriculture","20190408","dimethenamid",163515148,"herbicides",0
"Kropsbach_agriculture_20190429","Kropsbach","agriculture","20190429","dimethenamid",163515148,"herbicides",0
"Kropsbach_agriculture_20190521","Kropsbach","agriculture","20190521","dimethenamid",163515148,"herbicides",0.0005677
"Kropsbach_agriculture_20190611","Kropsbach","agriculture","20190611","dimethenamid",163515148,"herbicides",0
"Kropsbach_agriculture_20190701","Kropsbach","agriculture","20190701","dimethenamid",163515148,"herbicides",0
"Modenbach_edge_20190611","Modenbach","edge","20190611","dimethenamid",163515148,"herbicides",0
"Modenbach_agriculture_20190408","Modenbach","agriculture","20190408","dimethenamid",163515148,"herbicides",0
"Modenbach_agriculture_20190429","Modenbach","agriculture","20190429","dimethenamid",163515148,"herbicides",0
"Modenbach_agriculture_20190521","Modenbach","agriculture","20190521","dimethenamid",163515148,"herbicides",0.0002768
"Modenbach_agriculture_20190611","Modenbach","agriculture","20190611","dimethenamid",163515148,"herbicides",0
"Modenbach_agriculture_20190701","Modenbach","agriculture","20190701","dimethenamid",163515148,"herbicides",0
"Modenbach_refuge_20190410","Modenbach","refuge","20190410","dimethenamid",163515148,"herbicides",0
"Modenbach_refuge_20190429","Modenbach","refuge","20190429","dimethenamid",163515148,"herbicides",0
"Modenbach_refuge_20190521","Modenbach","refuge","20190521","dimethenamid",163515148,"herbicides",0
"Modenbach_refuge_20190611","Modenbach","refuge","20190611","dimethenamid",163515148,"herbicides",0
"Modenbach_refuge_20190701","Modenbach","refuge","20190701","dimethenamid",163515148,"herbicides",0
"Otterbach_edge_20190612","Otterbach","edge","20190612","dimethenamid",163515148,"herbicides",0
"Otterbach_refuge_20190612","Otterbach","refuge","20190612","dimethenamid",163515148,"herbicides",0
"Otterbach_agriculture_20190410","Otterbach","agriculture","20190410","dimethenamid",163515148,"herbicides",0
"Otterbach_agriculture_20190429","Otterbach","agriculture","20190429","dimethenamid",163515148,"herbicides",0.004974
"Otterbach_agriculture_20190520","Otterbach","agriculture","20190520","dimethenamid",163515148,"herbicides",0.001472
"Otterbach_agriculture_20190612","Otterbach","agriculture","20190612","dimethenamid",163515148,"herbicides",0.001683
"Otterbach_agriculture_20190703","Otterbach","agriculture","20190703","dimethenamid",163515148,"herbicides",0
"Russbach_edge_20190612","Russbach","edge","20190612","dimethenamid",163515148,"herbicides",0
"Russbach_refuge_20190612","Russbach","refuge","20190612","dimethenamid",163515148,"herbicides",0
"Russbach_agriculture_20190409","Russbach","agriculture","20190409","dimethenamid",163515148,"herbicides",0
"Russbach_agriculture_20190429","Russbach","agriculture","20190429","dimethenamid",163515148,"herbicides",0.0007768
"Russbach_agriculture_20190520","Russbach","agriculture","20190520","dimethenamid",163515148,"herbicides",0.0003028
"Russbach_agriculture_20190612","Russbach","agriculture","20190612","dimethenamid",163515148,"herbicides",0.005266
"Russbach_agriculture_20190703","Russbach","agriculture","20190703","dimethenamid",163515148,"herbicides",0
"Triefenbach_edge_20190611","Triefenbach","edge","20190611","dimethenamid",163515148,"herbicides",0
"Triefenbach_refuge_20190611","Triefenbach","refuge","20190611","dimethenamid",163515148,"herbicides",0
"Triefenbach_agriculture_20190408","Triefenbach","agriculture","20190408","dimethenamid",163515148,"herbicides",0
"Triefenbach_agriculture_20190429","Triefenbach","agriculture","20190429","dimethenamid",163515148,"herbicides",0
"Triefenbach_agriculture_20190521","Triefenbach","agriculture","20190521","dimethenamid",163515148,"herbicides",0.0003001
"Triefenbach_agriculture_20190611","Triefenbach","agriculture","20190611","dimethenamid",163515148,"herbicides",0
"Triefenbach_agriculture_20190701","Triefenbach","agriculture","20190701","dimethenamid",163515148,"herbicides",0
"Hainbach_edge_20190611","Hainbach","edge","20190611","dimethoat",60515,"insecticides",0
"Hainbach_refuge_20190611","Hainbach","refuge","20190611","dimethoat",60515,"insecticides",0
"Hainbach_agriculture_20190410","Hainbach","agriculture","20190410","dimethoat",60515,"insecticides",0
